id,category,list_type,beds,baths,sq_ft_price,sq_ft_price_USD,price_KES,price_USD,district,neighborhood,street,County,SubCounty,Latitude,Longitude
3432564,Flat & Apartment,For Sale,3,4,113333,1068.574392,16000000,150858.0049,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3425480,Flat & Apartment,For Sale,4,0,12308,116.0475203,32000000,301716.0098,Dagoretti North,Kilimani,Argwings Kodhek Road,WESTLANDS,KILIMANI,-1.292494,36.788436
3431181,Flat & Apartment,For Sale,2,2,9892,93.26796153,11500000,108429.191,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3426263,Flat & Apartment,For Sale,2,2,8430,79.48331133,9800000,92400.528,Dagoretti North,Kilimani,Elgeyo Marakwet,WESTLANDS,KILIMANI,-1.289279,36.786931
3432674,Flat & Apartment,For Sale,4,4,0,0,12500000,117857.8163,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3428200,Flat & Apartment,For Sale,3,3,0,0,23500000,221572.6947,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3428295,Flat & Apartment,For Sale,3,2,0,0,27000000,254572.8833,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3429074,Flat & Apartment,For Sale,3,4,8571,80.8127475,24000000,226287.0074,Westlands,General Mathenge,None,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3427724,Flat & Apartment,For Sale,3,0,14118,133.1133321,24000000,226287.0074,Dagoretti North,Kilimani,Kirichwa Road,WESTLANDS,KILIMANI,-1.294215,36.781781
3429916,Flat & Apartment,For Sale,3,4,0,0,20000000,188572.5061,Westlands,Westlands Area,Church Road,WESTLANDS,MUTHANGARI,-1.263314,36.788277
3429925,Flat & Apartment,For Sale,3,4,0,0,30000000,282858.7592,Westlands,Westlands Area,Donyo Sabuk Road,KAMUKUNJI,BURUBURU,-1.284512,36.879522
3424955,Flat & Apartment,For Sale,3,0,13626,128.4744484,22000000,207429.7567,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3428144,Flat & Apartment,For Sale,3,4,13935,131.3878936,45000000,424288.1388,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3429360,Flat & Apartment,For Sale,2,2,7897,74.45785404,8500000,80143.3151,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3431517,Flat & Apartment,For Sale,1,0,0,0,10000000,94286.25306,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3429204,Studio,For Sale,0,1,9039,85.22534414,3600000,33943.0511,Dagoretti North,Kilimani,Kindaruma Road,WESTLANDS,KILIMANI,-1.297795,36.791215
3411777,Flat & Apartment,For Sale,2,2,6968,65.69866114,7500000,70714.6898,Dagoretti North,Kileleshwa,Othaya Road,WESTLANDS,KILELESHWA,-1.28517,36.775536
3423886,Flat & Apartment,For Sale,3,2,11735,110.644918,24000000,226287.0074,Dagoretti North,Kileleshwa,Hamisi Rd,WESTLANDS,KILELESHWA,-1.286347,36.779501
3427709,Flat & Apartment,For Sale,3,4,8889,83.81105035,16000000,150858.0049,Dagoretti North,Kilimani,Elgeyo Marakwet Rd,WESTLANDS,KILIMANI,-1.289279,36.786931
3425856,Flat & Apartment,For Sale,3,2,0,0,15000000,141429.3796,Dagoretti North,Valley Arcade,Hendred Avenue,WESTLANDS,MAZIWA,-1.291674,36.768446
3428125,Flat & Apartment,For Sale,2,6,10452,98.5479917,13500000,127286.4416,Dagoretti North,Dennis Pritt,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3431025,Flat & Apartment,For Sale,2,0,0,0,15000000,141429.3796,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3432317,Flat & Apartment,For Sale,3,3,9845,92.82481614,16500000,155572.3176,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3406830,Flat & Apartment,For Sale,2,3,7742,72.99641712,13000000,122572.129,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3416543,Flat & Apartment,For Sale,2,2,9954,93.8525363,12000000,113143.5037,Dagoretti North,Kilimani,Kilimani Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3424815,Flat & Apartment,For Sale,3,5,13626,128.4744484,22000000,207429.7567,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3424954,Flat & Apartment,For Sale,3,0,13626,128.4744484,22000000,207429.7567,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3427244,Flat & Apartment,For Sale,2,3,9816,92.55138601,11200000,105600.6034,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427245,Flat & Apartment,For Sale,3,3,7226,68.13124646,21000000,198001.1314,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427479,Flat & Apartment,For Sale,2,2,9892,93.26796153,11500000,108429.191,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427559,Flat & Apartment,For Sale,3,4,8889,83.81105035,16000000,150858.0049,Dagoretti North,Kilimani,Elgeyo Marakwet Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3431711,Flat & Apartment,For Sale,3,4,9290,87.5919291,16500000,155572.3176,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3432313,Flat & Apartment,For Sale,3,3,10984,103.5640204,24000000,226287.0074,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3430931,Flat & Apartment,For Sale,3,3,0,0,25900000,244201.3954,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427772,Flat & Apartment,For Sale,3,4,1026,9.673769564,19500000,183858.1935,Dagoretti North,Kilimani,Dennis Pritt Road,WESTLANDS,KILIMANI,-1.285543,36.788115
3432468,Flat & Apartment,For Sale,3,5,8424,79.42673958,17500000,165000.9429,Dagoretti North,Lavington,None,WESTLANDS,LAVINGTON,-1.278937,36.777798
3433737,Flat & Apartment,For Sale,3,4,7883,74.32585329,14000000,132000.7543,Dagoretti North,Kilimani,Elgeyo Marakwet,WESTLANDS,KILIMANI,-1.289279,36.786931
3427571,Flat & Apartment,For Sale,3,0,14118,133.1133321,24000000,226287.0074,Dagoretti North,Kilimani,Kirichwa Road,WESTLANDS,KILIMANI,-1.294215,36.781781
3427229,Flat & Apartment,For Sale,3,4,8905,83.96190835,18500000,174429.5682,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427232,Flat & Apartment,For Sale,3,4,9581,90.33565906,16500000,155572.3176,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427418,Flat & Apartment,For Sale,3,4,10263,96.76598152,19500000,183858.1935,Dagoretti North,Kilimani,Dennis Pritt Road,WESTLANDS,KILIMANI,-1.285543,36.788115
3427513,Flat & Apartment,For Sale,3,4,8889,83.81105035,16000000,150858.0049,Dagoretti North,Kilimani,Elgeyo Marakwet Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3427538,Flat & Apartment,For Sale,3,4,8333,78.56873468,12500000,117857.8163,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427552,Flat & Apartment,For Sale,3,4,10263,96.76598152,19500000,183858.1935,Dagoretti North,Kilimani,Kirichwa Road,WESTLANDS,KILIMANI,-1.294215,36.781781
3427536,Flat & Apartment,For Sale,3,0,14118,133.1133321,24000000,226287.0074,Dagoretti North,Kilimani,Kirichwa Road,WESTLANDS,KILIMANI,-1.294215,36.781781
3427631,Flat & Apartment,For Sale,3,4,10263,96.76598152,19500000,183858.1935,Dagoretti North,Kilimani,Dennis Pritt,WESTLANDS,KILIMANI,-1.285543,36.788115
3427634,Flat & Apartment,For Sale,3,4,8889,83.81105035,16000000,150858.0049,Dagoretti North,Kilimani,Elgeyo Marakwet Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3427643,Flat & Apartment,For Sale,3,0,14126,133.1887611,24000000,226287.0074,Dagoretti North,Kilimani,Kirichwa Road,WESTLANDS,KILIMANI,-1.294215,36.781781
3427646,Flat & Apartment,For Sale,3,4,8333,78.56873468,12500000,117857.8163,Dagoretti North,Kilimani,Kilimani Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3427666,Flat & Apartment,For Sale,3,3,10126,95.47425985,10900000,102772.0158,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427786,Flat & Apartment,For Sale,3,0,14118,133.1133321,24000000,226287.0074,Dagoretti North,Kilimani,Kirichwa Road,WESTLANDS,KILIMANI,-1.294215,36.781781
3428862,Flat & Apartment,For Sale,3,3,9091,85.71563266,13700000,129172.1667,Dagoretti North,Kilimani,Near Yaya Center,WESTLANDS,KILIMANI,-1.292883,36.788068
3428908,Flat & Apartment,For Sale,3,4,9290,87.5919291,19800000,186686.7811,Dagoretti North,Kilimani,Elgeyo Marakwet,WESTLANDS,KILIMANI,-1.289279,36.786931
3429168,Flat & Apartment,For Sale,2,2,10323,97.33169904,13000000,122572.129,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3430424,Flat & Apartment,For Sale,3,3,7897,74.45785404,10200000,96171.97813,Dagoretti North,Kilimani,Denis Pritt,WESTLANDS,KILIMANI,-1.285543,36.788115
3426476,Flat & Apartment,For Sale,2,0,0,0,13500000,127286.4416,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3432469,Flat & Apartment,For Sale,4,6,8153,76.87158212,21500000,202715.4441,Dagoretti North,Lavington,None,WESTLANDS,LAVINGTON,-1.278937,36.777798
3429732,Flat & Apartment,For Sale,2,2,9954,93.8525363,12000000,113143.5037,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427576,Flat & Apartment,For Sale,3,4,8333,78.56873468,12500000,117857.8163,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3417901,Flat & Apartment,For Sale,3,3,7897,74.45785404,10200000,96171.97813,Dagoretti North,Kilimani,Denis Pritt,WESTLANDS,KILIMANI,-1.285543,36.788115
3420900,Flat & Apartment,For Sale,3,4,7636,71.99698284,12000000,113143.5037,Dagoretti North,Kilimani,Hekima Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3424098,Flat & Apartment,For Sale,3,2,9091,85.71563266,13700000,129172.1667,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427780,Flat & Apartment,For Sale,3,4,8889,83.81105035,16000000,150858.0049,Dagoretti North,Kilimani,Elgeyo Marakwet Road,WESTLANDS,KILIMANI,-1.295323,36.779237
3427790,Flat & Apartment,For Sale,3,4,8333,78.56873468,12500000,117857.8163,Dagoretti North,Kilimani,Kilimani Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3427803,Flat & Apartment,For Sale,3,4,10263,96.76598152,19500000,183858.1935,Dagoretti North,Kilimani,Dennis Pritt Road,WESTLANDS,KILIMANI,-1.285543,36.788115
3427808,Flat & Apartment,For Sale,3,4,8889,83.81105035,16000000,150858.0049,Dagoretti North,Kilimani,Elgeyo Marakwet Road,WESTLANDS,KILIMANI,-1.295323,36.779237
3427816,Flat & Apartment,For Sale,3,0,14118,133.1133321,24000000,226287.0074,Dagoretti North,Kilimani,Kirichwa Road,WESTLANDS,KILIMANI,-1.294215,36.781781
3427819,Flat & Apartment,For Sale,3,4,8333,78.56873468,12500000,117857.8163,Dagoretti North,Kilimani,Kilimani Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3428876,Flat & Apartment,For Sale,3,4,9290,87.5919291,19800000,186686.7811,Dagoretti North,Kilimani,Elgeyo Marakwet,WESTLANDS,KILIMANI,-1.295323,36.779237
3426483,Flat & Apartment,For Sale,3,2,0,0,24000000,226287.0074,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427638,Flat & Apartment,For Sale,4,5,10004,94.32396757,26000000,245144.258,Dagoretti North,Kilimani,Kilimani Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3427519,Flat & Apartment,For Sale,4,5,10000,94.28625306,26000000,245144.258,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427565,Flat & Apartment,For Sale,4,5,10000,94.28625306,26000000,245144.258,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3428668,Flat & Apartment,For Sale,4,5,7450,70.24325853,17000000,160286.6302,Dagoretti North,Kilimani,Kilungu Road,WESTLANDS,KILIMANI,-1.294029,36.777502
3430033,Flat & Apartment,For Sale,2,2,8430,79.48331133,9800000,92400.528,Dagoretti North,Kilimani,Elgeyo Marakwet,WESTLANDS,KILIMANI,-1.295323,36.779237
3417068,Flat & Apartment,For Sale,1,1,0,0,2300000,21685.8382,Westlands,Kitisuru,Kibichiku,WESTLANDS,KITISURU,-1.218598,36.801687
3417958,Flat & Apartment,For Sale,3,2,9452,89.1193664,8750000,82500.47143,Langata,Kibera,Kibera Drive,KIBRA,KIBERA,-1.309621,36.780345
3430632,Flat & Apartment,For Sale,1,2,10013,94.40882519,9700000,91457.66547,Dagoretti North,Kilimani,Denis Pritt,WESTLANDS,KILIMANI,-1.285543,36.788115
3427242,Flat & Apartment,For Sale,2,2,9386,88.49707713,9800000,92400.528,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3427783,Flat & Apartment,For Sale,4,5,10004,94.32396757,26000000,245144.258,Dagoretti North,Kilimani,Kilimani Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3429442,Flat & Apartment,For Sale,2,2,152,1.433151047,6600000,62228.92702,Dagoretti North,Kilimani,Kindaruma Road,WESTLANDS,KILIMANI,-1.297795,36.791215
3427810,Flat & Apartment,For Sale,4,5,10000,94.28625306,26000000,245144.258,Dagoretti North,Kilimani,Kilimani Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3429657,Flat & Apartment,For Sale,2,0,207,1.951725438,9000000,84857.62776,Dagoretti North,Kilimani,Argwings Kodhek,WESTLANDS,KILIMANI,-1.292494,36.788436
3429975,Flat & Apartment,For Sale,3,3,0,0,25500000,240429.9453,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3429455,Flat & Apartment,For Sale,4,5,575,5.421459551,25000000,235715.6327,Dagoretti North,Kilimani,Argwings Kodhek Road,WESTLANDS,KILIMANI,-1.292494,36.788436
3429654,Flat & Apartment,For Sale,1,2,149,1.404865171,6500000,61286.06449,Dagoretti North,Kilimani,Dennis Pritt,WESTLANDS,KILIMANI,-1.285543,36.788115
3429656,Flat & Apartment,For Sale,2,2,198,1.866867811,8600000,81086.17764,Dagoretti North,Kilimani,Yaya Center,WESTLANDS,KILIMANI,-1.292883,36.788068
3431646,Flat & Apartment,For Sale,1,0,17548,165.4535169,16850000,158872.3364,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3430010,Flat & Apartment,For Sale,2,4,0,0,26000000,245144.258,Westlands,General Mathenge,Gen. Mathege Road,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3430002,Flat & Apartment,For Sale,2,3,0,0,26000000,245144.258,Westlands,General Mathenge,Gen. Mathege,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3430025,Flat & Apartment,For Sale,2,4,0,0,26000000,245144.258,Westlands,General Mathenge,Gen. Mathege Road,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3430017,Flat & Apartment,For Sale,2,4,0,0,26000000,245144.258,Westlands,General Mathenge,Gen. Mathege,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3430022,Flat & Apartment,For Sale,2,4,0,0,26000000,245144.258,Westlands,General Mathenge,Gen. Mathege Road,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3429851,Flat & Apartment,For Sale,3,4,0,0,20000000,188572.5061,Westlands,Waiyaki Way,Church Road,WESTLANDS,MUTHANGARI,-1.263314,36.788277
3420001,Flat & Apartment,For Sale,2,1,0,0,18000000,169715.2555,Westlands,General Mathenge,None,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
43036,Flat & Apartment,For Sale,2,2,10435,98.38770507,12000000,113143.5037,Dagoretti North,Kilimani,Off Kindaruma Road,WESTLANDS,KILIMANI,-1.297795,36.791215
3430012,Flat & Apartment,For Sale,3,3,9290,87.5919291,16500000,155572.3176,Dagoretti North,Kilimani,Elgeiyo Marakwet,WESTLANDS,KILIMANI,-1.295323,36.779237
3431091,Flat & Apartment,For Sale,3,3,10795,101.7820102,23750000,223929.851,Westlands,Spring Valley,General Mathenge Drive,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3430176,Flat & Apartment,For Sale,3,4,0,0,26000000,245144.258,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3427087,Flat & Apartment,For Sale,1,0,0,0,6500000,61286.06449,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3429310,Flat & Apartment,For Sale,3,3,8446,79.63416934,12000000,113143.5037,Ngong Road,Hekima Road,None,WESTLANDS,KILIMANI,-1.300217,36.775948
3429855,Flat & Apartment,For Sale,3,4,0,0,30000000,282858.7592,Westlands,Westlands Area,Donyo Sabuk Road,KAMUKUNJI,BURUBURU,-1.284512,36.879522
3430910,Flat & Apartment,For Sale,3,0,0,0,55000000,518574.3919,Westlands,Riverside,Riverside Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3424415,Flat & Apartment,For Sale,4,6,8929,84.18819536,25000000,235715.6327,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3424525,Flat & Apartment,For Sale,4,6,8929,84.18819536,25000000,235715.6327,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3425455,Flat & Apartment,For Sale,4,5,12308,116.0475203,32000000,301716.0098,Dagoretti North,Kilimani,Argwings Kodhek Road,WESTLANDS,KILIMANI,-1.292494,36.788436
3425456,Flat & Apartment,For Sale,4,5,12308,116.0475203,32000000,301716.0098,Dagoretti North,Kilimani,Argwings Kodhek Road,WESTLANDS,KILIMANI,-1.292494,36.788436
3424562,Flat & Apartment,For Sale,4,6,8929,84.18819536,25000000,235715.6327,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3425457,Flat & Apartment,For Sale,4,5,1231,11.60663775,32000000,301716.0098,Dagoretti North,Kilimani,Argwings Kodhek Road,WESTLANDS,KILIMANI,-1.292494,36.788436
3425459,Flat & Apartment,For Sale,4,5,12308,116.0475203,32000000,301716.0098,Dagoretti North,Kilimani,Argwings Kodhek Road,WESTLANDS,KILIMANI,-1.292494,36.788436
3425461,Flat & Apartment,For Sale,4,5,12308,116.0475203,32000000,301716.0098,Dagoretti North,Kilimani,Argwings Kodhek Road,WESTLANDS,KILIMANI,-1.292494,36.788436
3424533,Flat & Apartment,For Sale,4,6,8929,84.18819536,25000000,235715.6327,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3424548,Flat & Apartment,For Sale,4,6,8929,84.18819536,25000000,235715.6327,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3429884,Flat & Apartment,For Sale,3,4,0,0,30000000,282858.7592,Westlands,Westlands Area,Donyo Sabuk Road,KAMUKUNJI,BURUBURU,-1.284512,36.879522
3397618,Flat & Apartment,For Sale,1,2,0,0,8000000,75429.00245,Westlands,Parklands,4Th Parklands Avenue,WESTLANDS,MUTHAIGA,-1.257196,36.818009
3429552,Flat & Apartment,For Sale,3,2,0,0,18500000,174429.5682,Dagoretti North,Kilimani,Gitanga Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3429909,Flat & Apartment,For Sale,3,4,0,0,30000000,282858.7592,Westlands,Westlands Area,Donyo Sabuk Road,KAMUKUNJI,BURUBURU,-1.284512,36.879522
3429903,Flat & Apartment,For Sale,3,4,0,0,30000000,282858.7592,Westlands,Westlands Area,Donyo Sabuk Road,KAMUKUNJI,BURUBURU,-1.284512,36.879522
3429880,Flat & Apartment,For Sale,3,4,0,0,20000000,188572.5061,Westlands,Westlands Area,Church Road,WESTLANDS,MUTHANGARI,-1.263314,36.788277
3429908,Flat & Apartment,For Sale,3,4,0,0,20000000,188572.5061,Westlands,Westlands Area,Church Road,WESTLANDS,MUTHANGARI,-1.263314,36.788277
3429900,Flat & Apartment,For Sale,3,4,0,0,20000000,188572.5061,Westlands,Westlands Area,Church Road,WESTLANDS,MUTHANGARI,-1.263314,36.788277
3428122,Flat & Apartment,For Sale,2,2,0,0,8500000,80143.3151,Langata,South B,None,STAREHE,SOUTH B,-1.310341,36.833737
3429359,Flat & Apartment,For Sale,3,3,9290,87.5919291,12000000,113143.5037,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3426034,Flat & Apartment,For Sale,2,0,1022,9.636055063,25000000,235715.6327,Westlands,Riverside,Cabral Paved Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3426127,Flat & Apartment,For Sale,3,0,0,0,25000000,235715.6327,Westlands,Riverside,Cabral Paved Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3431210,Flat & Apartment,For Sale,3,3,6968,65.69866114,30000000,282858.7592,Westlands,Parklands,None,WESTLANDS,MUTHAIGA,-1.259882,36.817892
3426007,Flat & Apartment,For Sale,3,0,1022,9.636055063,25000000,235715.6327,Westlands,Riverside,Cabral Paved Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3426025,Flat & Apartment,For Sale,3,0,1022,9.636055063,25000000,235715.6327,Westlands,Riverside,Cabral Paved Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3426114,Flat & Apartment,For Sale,3,0,0,0,25000000,235715.6327,Westlands,Riverside,Cabral Paved Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3422488,Flat & Apartment,For Sale,3,4,1950,18.38581935,18000000,169715.2555,Dagoretti North,Lavington,Othaya Road,WESTLANDS,MAZIWA,-1.28517,36.775536
3428570,Flat & Apartment,For Sale,3,4,6757,63.7092212,12000000,113143.5037,Dagoretti North,Kilimani,Jabavu Lane,WESTLANDS,KILIMANI,-1.293734,36.797231
3428573,Flat & Apartment,For Sale,3,3,8446,79.63416934,12000000,113143.5037,Dagoretti North,Kilimani,Hekima Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3426030,Flat & Apartment,For Sale,2,0,0,0,13000000,122572.129,Westlands,Westlands Area,Mogotio Road,WESTLANDS,MUTHAIGA,-1.263524,36.807908
3426016,Flat & Apartment,For Sale,2,0,13000,122.572129,13000000,122572.129,Westlands,Westlands Area,Mogotia Road,WESTLANDS,MUTHAIGA,-1.263524,36.807908
3426124,Flat & Apartment,For Sale,2,0,0,0,13000000,122572.129,Westlands,Westlands Area,Mogotio Road,WESTLANDS,MUTHAIGA,-1.263524,36.807908
3426106,Flat & Apartment,For Sale,2,0,0,0,13000000,122572.129,Westlands,Westlands Area,Mogotio Road,WESTLANDS,MUTHAIGA,-1.263524,36.807908
3425984,Flat & Apartment,For Sale,2,2,13000,122.572129,13000000,122572.129,Westlands,Westlands Area,Mogotia Road,WESTLANDS,MUTHAIGA,-1.263524,36.807908
3426232,Flat & Apartment,For Sale,4,0,0,0,45000000,424288.1388,Westlands,Westlands Area,Gen. Mathege Road,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3426242,Flat & Apartment,For Sale,4,0,0,0,45000000,424288.1388,Westlands,Westlands Area,Gen. Mathege Road,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3426245,Flat & Apartment,For Sale,4,0,0,0,45000000,424288.1388,Westlands,Westlands Area,Gen. Mathege Road,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3426264,Flat & Apartment,For Sale,4,0,0,0,45000000,424288.1388,Westlands,Westlands Area,Gen. Mathege Road,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3426265,Flat & Apartment,For Sale,4,0,0,0,45000000,424288.1388,Westlands,Westlands Area,Gen. Mathege Road,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3425711,Studio,For Sale,1,0,0,0,13280000,125212.1441,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3426405,Flat & Apartment,For Sale,2,2,0,0,14700000,138600.792,Westlands,Parklands,None,WESTLANDS,MUTHAIGA,-1.259882,36.817892
3425081,Flat & Apartment,For Sale,3,4,7883,74.32585329,14000000,132000.7543,Dagoretti North,Kilimani,Muringa Road,WESTLANDS,KILIMANI,-1.296089,36.779271
3429439,Flat & Apartment,For Sale,3,3,1068384,10073.39242,11500000,108429.191,Dagoretti North,Lavington,Valley Arcade,WESTLANDS,MAZIWA,-1.290723,36.769157
3429443,Flat & Apartment,For Sale,4,6,9737,91.80652461,37000000,348859.1363,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3425869,Flat & Apartment,For Sale,3,3,0,0,17500000,165000.9429,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3424332,Flat & Apartment,For Sale,2,2,8627,81.34075052,13000000,122572.129,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3429422,Flat & Apartment,For Sale,4,6,8209,77.39958514,20500000,193286.8188,Dagoretti North,Lavington,Valley Arcade,WESTLANDS,MAZIWA,-1.290723,36.769157
3424420,Flat & Apartment,For Sale,4,6,8153,76.87158212,21500000,202715.4441,Dagoretti North,Kileleshwa,Othaya Road,WESTLANDS,KILELESHWA,-1.28517,36.775536
3428659,Flat & Apartment,For Sale,4,5,9815,92.54195738,26500000,249858.5706,Dagoretti North,Kileleshwa,Othaya Road,WESTLANDS,KILELESHWA,-1.28517,36.775536
3428667,Flat & Apartment,For Sale,4,5,9815,92.54195738,26500000,249858.5706,Dagoretti North,Kileleshwa,Othaya Road,WESTLANDS,KILELESHWA,-1.28517,36.775536
3424529,Flat & Apartment,For Sale,4,6,8153,76.87158212,21500000,202715.4441,Dagoretti North,Kileleshwa,Othaya Road,WESTLANDS,KILELESHWA,-1.28517,36.775536
3426481,Flat & Apartment,For Sale,2,2,0,0,16500000,155572.3176,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3426500,Flat & Apartment,For Sale,2,2,0,0,18180000,171412.4081,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3424569,Flat & Apartment,For Sale,4,6,8153,76.87158212,21500000,202715.4441,Dagoretti North,Kileleshwa,Othaya Road,WESTLANDS,KILELESHWA,-1.28517,36.775536
3424536,Flat & Apartment,For Sale,4,6,8153,76.87158212,21500000,202715.4441,Dagoretti North,Kileleshwa,Othaya Road,WESTLANDS,KILELESHWA,-1.28517,36.775536
3431765,Flat & Apartment,For Sale,3,2,7742,72.99641712,12500000,117857.8163,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3428662,Flat & Apartment,For Sale,4,5,9815,92.54195738,26500000,249858.5706,Dagoretti North,Kileleshwa,Othaya Road,WESTLANDS,KILELESHWA,-1.28517,36.775536
3430411,Flat & Apartment,For Sale,3,3,9779,92.20252687,20000000,188572.5061,Dagoretti North,Kileleshwa,Gatundu Cresent,WESTLANDS,KILELESHWA,-1.279206,36.782314
